,imagenet_class,original_score,perturbated_score
426,barometer,3.5731375e-06,2.3472958e-05
427,"barrel, cask",1.1273801e-05,7.4917225e-05
428,"barrow, garden cart, lawn cart, wheelbarrow",9.922941e-06,7.513882e-05
429,baseball,2.4313291e-08,1.2880396e-07
430,basketball,9.9232814e-08,8.0732747e-07
431,bassinet,1.446707e-07,2.617212e-05
432,bassoon,8.0083964e-07,0.00013150102
433,"bathing cap, swimming cap",5.0094386e-05,6.759519e-05
434,bath towel,2.4861565e-06,2.2370365e-05
435,"bathtub, bathing tub, bath, tub",2.5081577e-05,0.00027659567
436,"beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon",2.5187344e-06,0.00014645634
437,"beacon, lighthouse, beacon light, pharos",0.001828578,0.00011534792
438,beaker,6.8476715e-05,0.0015794673
439,"bearskin, busby, shako",1.2172809e-05,3.5690123e-06
440,beer bottle,2.2152914e-05,0.00015636622
441,beer glass,1.4948369e-05,6.791361e-05
442,"bell cote, bell cot",0.0031048623,0.0006409217
443,bib,5.9959984e-07,8.944447e-06
444,"bicycle-built-for-two, tandem bicycle, tandem",4.795571e-06,8.842751e-05
445,"bikini, two-piece",6.0144193e-06,1.0708645e-05
446,"binder, ring-binder",2.301956e-06,0.0002678395
447,"binoculars, field glasses, opera glasses",0.000106601736,8.7890934e-05
448,birdhouse,5.450115e-06,3.5640107e-05
449,boathouse,0.008080912,0.00121339
450,"bobsled, bobsleigh, bob",5.2322423e-07,4.0154396e-06
451,"bolo tie, bolo, bola tie, bola",2.0279376e-07,4.3172818e-06
452,"bonnet, poke bonnet",3.1640627e-07,9.135931e-06
453,bookcase,3.0612198e-06,0.00090782956
454,"bookshop, bookstore, bookstall",2.194625e-05,0.0013402835
455,bottlecap,3.1552654e-06,4.3244418e-05
456,bow,2.5113889e-07,4.106529e-06
457,"bow tie, bow-tie, bowtie",1.0248631e-06,3.991183e-05
458,"brass, memorial tablet, plaque",1.24768185e-05,1.9600386e-05
459,"brassiere, bra, bandeau",2.0280206e-07,4.3985838e-06
460,"breakwater, groin, groyne, mole, bulwark, seawall, jetty",0.00173278,4.2594158e-05
461,"breastplate, aegis, egis",3.3594753e-07,1.14855875e-05
462,broom,1.1202267e-06,1.8588182e-05
463,"bucket, pail",2.5569232e-06,4.5479526e-05
464,buckle,7.459547e-06,6.9564e-05
465,bulletproof vest,6.0243046e-08,4.815599e-07
466,"bullet train, bullet",4.899867e-07,6.999973e-06
467,"butcher shop, meat market",6.548594e-08,1.2695432e-05
468,"cab, hack, taxi, taxicab",0.00024200592,0.003127954
469,"caldron, cauldron",3.4351192e-06,5.2144027e-05
470,"candle, taper, wax light",6.651777e-06,0.00028583105
471,cannon,3.763116e-05,3.2464493e-05
472,canoe,0.0015703054,4.732407e-05
473,"can opener, tin opener",3.8105108e-07,1.06560165e-05
474,cardigan,5.510634e-07,1.550539e-05
475,car mirror,4.874952e-06,2.5524381e-05
476,"carousel, carrousel, merry-go-round, roundabout, whirligig",1.1323853e-05,2.1712083e-05
477,"carpenter's kit, tool kit",1.7581764e-05,0.00066146674
478,carton,2.7441852e-06,6.201635e-05
479,car wheel,1.4328873e-06,1.4017479e-05
480,"cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM",9.10009e-08,1.3602529e-05
481,cassette,2.715679e-07,4.738011e-05
482,cassette player,3.7206115e-07,0.00020301902
483,castle,0.7823018,0.002412247
484,catamaran,0.00024327677,9.408077e-05
485,CD player,5.937972e-07,0.00023480158
486,"cello, violoncello",4.9547066e-06,0.0001059199
487,"cellular telephone, cellular phone, cellphone, cell, mobile phone",5.583949e-06,0.00014343951
488,chain,9.236021e-06,4.209487e-05
489,chainlink fence,1.1968764e-06,2.1875698e-05
490,"chain mail, ring mail, mail, chain armor, chain armour, ring armor, ring armour",8.951307e-07,1.8199418e-05
491,"chain saw, chainsaw",1.015953e-06,1.1686403e-05
492,chest,2.038201e-06,0.00013771663
493,"chiffonier, commode",6.45157e-08,4.828491e-06
494,"chime, bell, gong",1.2523931e-05,3.9912247e-05
495,"china cabinet, china closet",2.078941e-07,6.958396e-05
496,Christmas stocking,4.7462436e-07,4.171677e-05
497,"church, church building",0.007464626,0.0024976924
498,"cinema, movie theater, movie theatre, movie house, picture palace",4.5829685e-05,0.005148819
499,"cleaver, meat cleaver, chopper",4.6539634e-07,5.6133613e-06
500,cliff dwelling,2.9066337e-06,3.7753807e-06
501,cloak,6.0833195e-06,0.000106602616
502,"clog, geta, patten, sabot",1.6869506e-06,2.9724047e-06
503,cocktail shaker,1.120161e-05,0.00023974771
504,coffee mug,1.6998831e-06,4.2406824e-05
505,coffeepot,1.0537902e-05,0.00015555561
506,"coil, spiral, volute, whorl, helix",1.9041311e-06,4.2149946e-05
507,combination lock,1.2709834e-06,1.6426664e-05
508,"computer keyboard, keypad",2.1207476e-05,0.012716832
509,"confectionery, confectionary, candy store",5.2996393e-06,0.00035883053
510,"container ship, containership, container vessel",0.00029507684,7.4422605e-05
511,convertible,4.5040404e-05,0.00046635166
512,"corkscrew, bottle screw",6.591609e-06,6.457419e-05
513,"cornet, horn, trumpet, trump",2.8939821e-06,0.00013631886
514,cowboy boot,1.1645416e-06,6.27209e-06
515,"cowboy hat, ten-gallon hat",1.7127802e-05,0.00015914916
516,cradle,4.393306e-07,2.733216e-05
517,crane,0.00011062417,0.00015124
518,crash helmet,6.236463e-07,6.5712898e-06
519,crate,8.571949e-07,3.6422436e-05
520,"crib, cot",4.7297934e-08,6.426808e-06
521,Crock Pot,1.0372049e-06,0.00010270397
522,croquet ball,1.1115679e-07,9.959347e-07
523,crutch,1.5562081e-06,8.1596816e-05
524,cuirass,3.634912e-07,1.1057507e-06
525,"dam, dike, dyke",0.00037371207,1.3186803e-05
526,desk,0.00011930416,0.41498613
527,desktop computer,3.486133e-05,0.14139958
528,"dial telephone, dial phone",5.402637e-07,4.621604e-05
529,"diaper, nappy, napkin",7.951961e-08,1.1236556e-06
530,digital clock,3.852995e-05,0.00089989376
531,digital watch,8.225835e-06,6.606563e-05
532,"dining table, board",5.8976937e-05,0.010601914
533,"dishrag, dishcloth",2.2051704e-06,0.00010543825
534,"dishwasher, dish washer, dishwashing machine",4.9186696e-07,0.000101752936
535,"disk brake, disc brake",1.6712368e-08,1.9524082e-07
536,"dock, dockage, docking facility",0.02652749,0.0019175931
537,"dogsled, dog sled, dog sleigh",9.4238675e-07,3.1423367e-06
538,dome,0.0006446903,7.148857e-05
539,"doormat, welcome mat",1.6327688e-06,5.0787927e-05
540,"drilling platform, offshore rig",0.00023276676,0.000248947
541,"drum, membranophone, tympan",2.2115837e-06,0.00032980784
542,drumstick,5.1583555e-07,0.000112839676
543,dumbbell,1.1239604e-06,6.97103e-05
544,Dutch oven,1.2192692e-06,1.862564e-05
545,"electric fan, blower",1.9580588e-07,9.118534e-05
546,electric guitar,4.980234e-05,0.0021035366
547,electric locomotive,1.6583729e-07,2.5345696e-06
548,entertainment center,7.3943634e-06,0.0013974948
549,envelope,4.319736e-07,6.048014e-06
550,espresso maker,5.9292404e-07,3.0512723e-05
551,face powder,7.5522837e-07,3.1292515e-05
552,"feather boa, boa",1.3071547e-06,0.00083923206
553,"file, file cabinet, filing cabinet",7.47531e-07,0.0004455313
554,fireboat,0.00044594955,4.2014417e-05
555,"fire engine, fire truck",1.6605482e-06,4.2969725e-05
556,"fire screen, fireguard",3.9797627e-07,0.000121071185
557,"flagpole, flagstaff",5.1923373e-05,2.7380269e-05
558,"flute, transverse flute",6.5633253e-06,0.00014320263
559,folding chair,7.065232e-06,0.001339214
560,football helmet,2.5054416e-07,6.6191474e-06
561,forklift,1.65231e-06,0.00023792076
562,fountain,0.017130293,0.0034710988
563,fountain pen,1.292616e-06,8.400607e-06
564,four-poster,3.2111473e-07,4.4614673e-05
565,freight car,2.3929276e-06,8.064472e-05
566,"French horn, horn",2.414463e-07,1.2685557e-05
567,"frying pan, frypan, skillet",6.3275365e-07,6.6764214e-06
568,fur coat,1.3609073e-07,6.4306455e-06
569,"garbage truck, dustcart",2.187605e-06,0.00019782355
570,"gasmask, respirator, gas helmet",1.0630498e-06,2.4137667e-05
571,"gas pump, gasoline pump, petrol pump, island dispenser",2.6300714e-07,7.0144265e-06
572,goblet,2.7378663e-05,0.00047103578
573,go-kart,8.148187e-06,7.9192e-05
574,golf ball,6.997983e-07,1.5504405e-06
575,"golfcart, golf cart",7.1622235e-06,0.000531434
576,gondola,0.03436794,0.0014265398
577,"gong, tam-tam",7.838998e-07,4.6160625e-05
578,gown,1.9313188e-06,7.91216e-06
579,"grand piano, grand",7.976867e-06,0.005450602
580,"greenhouse, nursery, glasshouse",8.058721e-06,0.00024515923
581,"grille, radiator grille",3.0485207e-06,4.9320028e-05
582,"grocery store, grocery, food market, market",4.386614e-06,0.00019780996
583,guillotine,2.8730772e-06,0.00023445665
584,hair slide,4.685337e-07,7.594899e-06
585,hair spray,2.1125821e-05,0.0010162628
586,half track,5.122034e-06,5.339128e-05
587,hammer,2.8536754e-06,9.621893e-05
588,hamper,1.7885131e-06,9.170966e-05
589,"hand blower, blow dryer, blow drier, hair dryer, hair drier",3.0483852e-07,6.925619e-05
590,"hand-held computer, hand-held microcomputer",9.053359e-07,7.724238e-05
591,"handkerchief, hankie, hanky, hankey",6.980506e-07,7.90195e-06
592,"hard disc, hard disk, fixed disk",4.273196e-06,0.00061857165
593,"harmonica, mouth organ, harp, mouth harp",3.6595925e-06,0.00015827882
594,harp,3.5484265e-06,0.00015585289
595,"harvester, reaper",6.247354e-06,0.00020561872
596,hatchet,1.2603638e-06,7.338715e-06
597,holster,2.1848203e-07,2.5247239e-06
598,"home theater, home theatre",2.3290586e-05,0.0035852096
599,honeycomb,9.2954144e-07,1.3196831e-05
600,"hook, claw",1.7664208e-06,2.936183e-05
601,"hoopskirt, crinoline",1.0127718e-07,2.6476703e-06
602,"horizontal bar, high bar",1.0400825e-06,1.08656695e-05
603,"horse cart, horse-cart",3.960493e-06,1.0812569e-05
604,hourglass,5.328364e-06,0.0001308555
605,iPod,5.8652006e-07,0.00012852611
606,"iron, smoothing iron",5.4497877e-06,0.00029754677
607,jack-o'-lantern,1.5891058e-07,4.883405e-06
608,"jean, blue jean, denim",4.6074962e-07,1.2825899e-05
609,"jeep, landrover",3.3128163e-06,3.2755583e-05
610,"jersey, T-shirt, tee shirt",2.585718e-07,6.2740887e-06
611,jigsaw puzzle,0.0011157695,0.0100152
612,"jinrikisha, ricksha, rickshaw",2.3049392e-06,3.6458474e-05
613,joystick,5.2902094e-05,0.0095156105
614,kimono,1.8565758e-07,4.5351217e-06
615,knee pad,9.2085e-08,1.5730176e-06
616,knot,1.4909095e-06,3.4102843e-06
617,"lab coat, laboratory coat",4.0381386e-07,0.00013504908
618,ladle,1.7985294e-06,1.7517856e-05
619,"lampshade, lamp shade",6.5167837e-06,0.000298062
620,"laptop, laptop computer",2.720246e-05,0.018199073
621,"lawn mower, mower",8.108521e-06,0.00019117871
622,"lens cap, lens cover",3.3318902e-06,5.4792537e-05
623,"letter opener, paper knife, paperknife",2.873217e-06,2.4095692e-05
624,library,5.2691074e-05,0.0014149204
625,lifeboat,0.00034682412,3.4905297e-05
626,"lighter, light, igniter, ignitor",1.2898484e-05,0.0002766011
627,"limousine, limo",2.0115134e-05,0.00056139525
628,"liner, ocean liner",0.00024232831,0.000104764185
629,"lipstick, lip rouge",1.1709685e-06,7.0479706e-05
630,Loafer,1.2238084e-07,1.162403e-06
631,lotion,9.707082e-06,8.385844e-05
632,"loudspeaker, speaker, speaker unit, loudspeaker system, speaker system",3.1376392e-06,0.002289962
633,"loupe, jeweler's loupe",1.1964467e-05,0.00016918413
634,"lumbermill, sawmill",1.3280711e-06,2.5284264e-05
635,magnetic compass,6.692845e-06,2.2276097e-05
636,"mailbag, postbag",6.3240014e-07,2.566691e-05
637,"mailbox, letter box",4.702045e-06,3.2010532e-05
638,maillot,3.330597e-06,1.1831028e-05
639,"maillot, tank suit",1.5811242e-05,1.6841408e-05
640,manhole cover,3.7201286e-07,1.31855e-06
641,maraca,4.0082153e-07,0.00012048341
642,"marimba, xylophone",3.3903975e-06,0.0011221232
643,mask,1.7848744e-07,5.4448396e-06
644,matchstick,3.1986513e-06,5.3558604e-05
645,maypole,1.6621667e-07,3.1332784e-06
646,"maze, labyrinth",0.00022025307,0.0010747513
647,measuring cup,4.9916883e-07,1.2932278e-05
648,"medicine chest, medicine cabinet",4.5585343e-06,0.0001274357
649,"megalith, megalithic structure",1.7076563e-06,2.9798152e-06
650,"microphone, mike",1.5930242e-06,0.00038700405
651,"microwave, microwave oven",8.5187816e-07,0.00016007754
652,military uniform,6.938506e-07,4.6524556e-06
653,milk can,1.657357e-06,1.5720781e-05
654,minibus,1.0159864e-05,0.0001248427
655,"miniskirt, mini",4.733794e-07,1.6402057e-05
656,minivan,6.688226e-06,8.9230416e-05
657,missile,1.2902791e-05,2.4489224e-05
658,mitten,8.735524e-07,1.8931676e-05
659,mixing bowl,5.530203e-07,4.993608e-06
660,"mobile home, manufactured home",2.1930844e-06,5.783118e-05
661,Model T,2.8504007e-06,0.00020436766
662,modem,6.894484e-05,0.0067525576
663,monastery,0.001603934,0.00024291409
664,monitor,0.00078020775,0.07525016
665,moped,9.867143e-06,0.00028286653
666,mortar,1.0236362e-06,7.6236583e-06
667,mortarboard,5.931953e-06,7.7580575e-05
668,mosque,0.005002483,0.0010493173
669,mosquito net,5.7396693e-07,7.7382014e-05
670,"motor scooter, scooter",1.4360524e-05,0.00023849324
671,"mountain bike, all-terrain bike, off-roader",1.193061e-06,4.6822015e-06
672,mountain tent,9.535766e-06,3.2695192e-05
673,"mouse, computer mouse",7.294131e-06,0.008783216
674,mousetrap,2.034067e-06,8.6787484e-05
675,moving van,8.3731084e-07,6.64578e-05
676,muzzle,7.560188e-09,2.0648244e-07
677,nail,1.3594863e-06,1.898923e-05
678,neck brace,2.5685026e-06,6.320039e-05
679,necklace,1.2336922e-06,5.2794844e-06
680,nipple,3.064921e-06,2.1181311e-05
681,"notebook, notebook computer",5.9150393e-06,0.0029580607
682,obelisk,0.0014549408,0.002686129
683,"oboe, hautboy, hautbois",1.3544039e-05,0.00042175243
684,"ocarina, sweet potato",2.9683322e-06,1.7018267e-05
685,"odometer, hodometer, mileometer, milometer",9.023682e-07,6.4083924e-06
686,oil filter,4.6350232e-07,8.280605e-06
687,"organ, pipe organ",6.673231e-07,0.00010613831
688,"oscilloscope, scope, cathode-ray oscilloscope, CRO",5.1007364e-06,0.0056607774
689,overskirt,2.892048e-08,9.3940906e-07
690,oxcart,3.055761e-07,1.0892774e-06
691,oxygen mask,2.1007638e-06,3.713889e-05
692,packet,1.115354e-06,2.270822e-05
693,"paddle, boat paddle",0.0004943653,9.5803725e-06
694,"paddlewheel, paddle wheel",1.02316235e-05,1.7495167e-05
695,padlock,1.06738e-05,3.1881053e-05
696,paintbrush,2.4555604e-05,0.00027606398
697,"pajama, pyjama, pj's, jammies",1.205627e-07,4.3422493e-05
698,palace,0.017574182,0.0004833237
699,"panpipe, pandean pipe, syrinx",3.2213477e-06,5.937364e-05
700,paper towel,4.12644e-07,2.5152805e-05
701,"parachute, chute",3.869279e-06,2.4778897e-06
702,"parallel bars, bars",2.2761294e-06,2.3139919e-05
703,park bench,8.09241e-05,0.00073558785
704,parking meter,4.3128434e-06,5.9077738e-05
705,"passenger car, coach, carriage",6.6461746e-07,2.8644978e-05
706,"patio, terrace",0.0011621768,0.005321093
707,"pay-phone, pay-station",4.037388e-07,5.5776913e-05
708,"pedestal, plinth, footstall",3.6402584e-05,8.735329e-05
709,"pencil box, pencil case",1.0250986e-06,6.686945e-05
710,pencil sharpener,1.5161799e-06,4.971785e-05
711,"perfume, essence",6.897944e-05,0.00086525513
712,Petri dish,2.267713e-05,0.00026810027
713,photocopier,3.3865376e-07,0.00029548546
714,"pick, plectrum, plectron",6.5272553e-07,1.4535284e-05
715,pickelhaube,7.2302755e-06,2.5349536e-06
716,"picket fence, paling",5.8508795e-06,4.955572e-05
717,"pickup, pickup truck",5.502621e-07,6.086541e-05
718,pier,0.00011110268,0.000113831455
719,"piggy bank, penny bank",7.079e-07,2.0287029e-05
720,pill bottle,5.240944e-06,0.00016129183
721,pillow,1.0257118e-06,1.9206162e-05
722,ping-pong ball,3.6383306e-06,4.3216343e-05
723,pinwheel,6.207273e-06,4.9594346e-05
724,"pirate, pirate ship",5.2838866e-05,1.9455201e-05
725,"pitcher, ewer",3.393626e-06,0.00012522153
726,"plane, carpenter's plane, woodworking plane",3.3341487e-07,1.8597267e-06
727,planetarium,0.00010585086,0.00059576734
728,plastic bag,7.7284767e-07,1.8458923e-05
729,plate rack,2.1673117e-07,1.175611e-05
730,"plow, plough",7.103288e-06,3.8374226e-05
731,"plunger, plumber's helper",2.193653e-06,5.312974e-05
732,"Polaroid camera, Polaroid Land camera",2.9806617e-07,4.6934925e-05
733,pole,2.8305705e-05,5.303285e-05
734,"police van, police wagon, paddy wagon, patrol wagon, wagon, black Maria",2.9369778e-06,6.3848536e-05
735,poncho,3.1401254e-07,2.9798766e-05
736,"pool table, billiard table, snooker table",9.960549e-05,0.009012773
737,"pop bottle, soda bottle",8.1112856e-05,0.0004095313
738,"pot, flowerpot",1.8251465e-05,0.00031962444
739,potter's wheel,1.0332686e-06,2.1744327e-05
740,power drill,7.491161e-07,3.983585e-05
741,"prayer rug, prayer mat",0.00024558004,0.003318811
742,printer,1.5093501e-06,0.0019664015
743,"prison, prison house",7.426583e-06,2.400892e-05
744,"projectile, missile",4.5427587e-06,9.739654e-06
745,projector,9.920107e-07,0.0014506486
746,"puck, hockey puck",4.9310376e-08,3.8701506e-07
747,"punching bag, punch bag, punching ball, punchball",5.697045e-07,1.0416142e-05
748,purse,1.2803729e-06,2.9205383e-05
749,"quill, quill pen",9.057103e-06,0.0005001109
750,"quilt, comforter, comfort, puff",7.884701e-06,0.00032725232
751,"racer, race car, racing car",1.9677605e-06,2.654374e-05
752,"racket, racquet",7.1834336e-07,4.5008414e-06
753,radiator,4.9990626e-07,0.0001699834
754,"radio, wireless",5.6733766e-06,0.0012784185
755,"radio telescope, radio reflector",4.7351555e-06,2.4843222e-05
756,rain barrel,9.073953e-06,0.00017920313
757,"recreational vehicle, RV, R.V.",2.185082e-06,1.933595e-05
758,reel,1.1821615e-05,2.6378473e-05
759,reflex camera,7.725043e-07,2.6476086e-05
760,"refrigerator, icebox",7.389418e-07,2.5514502e-05
761,"remote control, remote",8.4572175e-06,0.00073008897
762,"restaurant, eating house, eating place, eatery",0.0005137231,0.01976172
763,"revolver, six-gun, six-shooter",6.8105226e-07,1.3693223e-05
764,rifle,4.6927403e-06,3.0007915e-05
765,"rocking chair, rocker",2.1871879e-06,0.00023030546
766,rotisserie,3.2892746e-08,1.2051484e-05
767,"rubber eraser, rubber, pencil eraser",4.7484073e-07,2.5792666e-05
768,rugby ball,7.534065e-08,1.4747405e-07
769,"rule, ruler",1.4758442e-05,0.0002356747
770,running shoe,3.3204894e-06,1.1984092e-05
771,safe,3.4298833e-07,3.19577e-05
772,safety pin,3.6888437e-06,0.00021268096
773,"saltshaker, salt shaker",6.8740624e-06,4.6043675e-05
774,sandal,1.2558238e-06,5.530436e-06
775,sarong,6.057494e-06,5.792187e-05
776,"sax, saxophone",2.2985514e-06,0.0002600214
777,scabbard,1.2683691e-06,5.3793633e-06
778,"scale, weighing machine",4.398485e-06,0.00021823178
779,school bus,1.4979814e-06,5.4638413e-06
780,schooner,7.331432e-05,2.0900232e-05
781,scoreboard,1.0513199e-05,0.000120053075
782,"screen, CRT screen",0.00018026198,0.050620593
783,screw,1.1661815e-05,7.155329e-05
784,screwdriver,8.780296e-06,0.00041619196
785,"seat belt, seatbelt",1.3778688e-07,6.1511932e-06
786,sewing machine,5.027752e-06,0.0032351469
787,"shield, buckler",6.3021827e-07,7.672522e-07
788,"shoe shop, shoe-shop, shoe store",5.5606524e-06,0.00031679854
789,shoji,9.944696e-07,5.1465606e-05
790,shopping basket,4.7048997e-07,8.871951e-05
791,shopping cart,9.645623e-06,0.0018662278
792,shovel,3.8074816e-07,7.3146016e-06
793,shower cap,6.4195297e-07,2.4438923e-05
794,shower curtain,4.2910956e-06,0.00016318483
795,ski,1.1353064e-06,1.8078215e-06
796,ski mask,1.1857672e-06,1.921743e-05
797,sleeping bag,3.3448448e-06,0.000112395566
798,"slide rule, slipstick",5.7902776e-07,3.0706145e-05
799,sliding door,1.3098913e-06,0.00014744532
800,"slot, one-armed bandit",2.924808e-06,0.001320337
801,snorkel,0.00012223488,6.8235815e-05
802,snowmobile,2.2340995e-05,0.000110822955
803,"snowplow, snowplough",1.620363e-05,6.226062e-05
804,soap dispenser,7.978799e-06,0.00016877483
805,soccer ball,2.342396e-08,5.862067e-07
806,sock,3.8859353e-06,5.4368986e-05
807,"solar dish, solar collector, solar furnace",1.7323931e-05,5.1076742e-05
808,sombrero,1.29953105e-05,6.638546e-05
809,soup bowl,1.4905826e-06,1.8060597e-05
810,space bar,4.1510062e-05,0.0050540664
811,space heater,2.529609e-07,0.00015890136
812,space shuttle,4.6476252e-05,6.664179e-05
813,spatula,1.1516385e-06,2.6781943e-05
814,speedboat,0.0020209218,8.115856e-05
815,"spider web, spider's web",1.2610077e-07,5.801864e-06
816,spindle,3.9439968e-07,9.347152e-06
817,"sports car, sport car",7.314778e-06,0.000105259925
818,"spotlight, spot",4.4079276e-05,0.0011846988
819,stage,0.00037336422,0.019706558
820,steam locomotive,4.543478e-06,1.5359556e-05
821,steel arch bridge,2.1130294e-05,2.613436e-05
822,steel drum,1.9651743e-06,7.3980824e-05
823,stethoscope,3.8895965e-07,8.818042e-05
824,stole,3.8353278e-07,1.9469288e-05
825,stone wall,1.3391576e-06,2.1776918e-06
826,"stopwatch, stop watch",1.2718746e-06,1.581689e-05
827,stove,3.2796054e-06,0.00039016697
828,strainer,1.8975344e-06,2.8535043e-05
829,"streetcar, tram, tramcar, trolley, trolley car",7.7447025e-05,0.00041435083
830,stretcher,5.1352836e-06,0.00028473663
831,"studio couch, day bed",1.35617065e-05,0.0011158622
832,"stupa, tope",3.837644e-05,1.6994669e-05
833,"submarine, pigboat, sub, U-boat",0.029006638,0.00035272032
834,"suit, suit of clothes",3.39591e-07,9.680555e-06
835,sundial,6.623061e-05,4.2990916e-05
836,sunglass,2.7013923e-05,0.00013450359
837,"sunglasses, dark glasses, shades",6.175624e-06,7.350772e-05
838,"sunscreen, sunblock, sun blocker",7.665646e-06,3.412401e-05
839,suspension bridge,2.6070147e-05,3.0020137e-05
840,"swab, swob, mop",3.2214552e-06,9.9013705e-05
841,sweatshirt,6.4294676e-07,1.4477912e-05
842,"swimming trunks, bathing trunks",6.4968463e-06,2.0256695e-05
843,swing,7.245216e-07,6.911088e-06
844,"switch, electric switch, electrical switch",7.554031e-06,1.9798284e-05
845,syringe,8.922007e-05,0.0008032323
846,table lamp,2.2611759e-05,0.0038281556
847,"tank, army tank, armored combat vehicle, armoured combat vehicle",1.0999816e-05,7.777251e-05
848,tape player,6.091322e-07,0.0005174177
849,teapot,3.5485855e-06,4.197365e-05
850,"teddy, teddy bear",6.1477675e-07,2.4158786e-05
851,"television, television system",0.00014660296,0.01293767
852,tennis ball,1.3810163e-06,1.1103427e-05
853,"thatch, thatched roof",0.00016111939,0.00012944314
854,"theater curtain, theatre curtain",1.17315985e-05,0.0014564216
855,thimble,0.00011068464,7.994056e-05
856,"thresher, thrasher, threshing machine",7.8808245e-07,1.8562087e-05
857,throne,1.3285546e-05,0.0005319651
858,tile roof,1.0801484e-05,2.4274283e-05
859,toaster,1.1292518e-06,0.0003475617
860,"tobacco shop, tobacconist shop, tobacconist",1.2955824e-05,0.00030948027
861,toilet seat,2.0335947e-05,0.0005844894
862,torch,5.2763103e-06,7.4790914e-06
863,totem pole,2.1161138e-06,3.9528127e-06
864,"tow truck, tow car, wrecker",1.1955975e-06,7.062106e-05
865,toyshop,9.960571e-06,0.00031901142
866,tractor,4.114618e-06,8.179673e-05
867,"trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi",3.621627e-06,7.3959796e-05
868,tray,3.770782e-05,0.000180979
869,trench coat,2.5805764e-07,4.3139275e-06
870,"tricycle, trike, velocipede",1.2939196e-06,4.8672875e-05
871,trimaran,0.0004536194,0.00038102662
872,tripod,3.7953694e-05,0.00015725078
873,triumphal arch,7.2047565e-05,0.00022009973
874,"trolleybus, trolley coach, trackless trolley",1.336312e-07,2.262326e-06
875,trombone,1.0100667e-06,4.8730843e-05
876,"tub, vat",0.00013806424,0.0024045203
877,turnstile,4.910214e-07,4.362409e-05
878,typewriter keyboard,1.163015e-05,0.0018460731
879,umbrella,8.452529e-05,0.00032840332
880,"unicycle, monocycle",8.3416535e-06,9.982121e-05
881,"upright, upright piano",2.164933e-06,0.0010719599
882,"vacuum, vacuum cleaner",2.335265e-06,0.00028495258
883,vase,5.2790433e-06,0.00018931938
884,vault,2.1054038e-05,7.73542e-05
885,velvet,8.607124e-07,3.2301647e-05
886,vending machine,5.132715e-07,1.2887118e-05
887,vestment,6.827877e-06,7.716875e-05
888,viaduct,6.7637775e-05,6.6711415e-05
889,"violin, fiddle",6.2627923e-06,0.00016474571
890,volleyball,1.1887859e-08,7.190465e-08
891,waffle iron,1.1347607e-06,4.030892e-05
892,wall clock,2.0953305e-05,0.0016141424
893,"wallet, billfold, notecase, pocketbook",6.121044e-07,1.9626777e-05
894,"wardrobe, closet, press",2.1814391e-07,6.8669084e-05
895,"warplane, military plane",6.6766074e-06,3.8069627e-06
896,"washbasin, handbasin, washbowl, lavabo, wash-hand basin",1.0736402e-05,0.0005764141
897,"washer, automatic washer, washing machine",6.103225e-07,5.185422e-05
898,water bottle,0.00012490468,0.00082782056
899,water jug,1.4611535e-05,0.00036965992
900,water tower,1.0746215e-05,2.0166219e-05
901,whiskey jug,8.108486e-07,6.5090176e-06
902,whistle,1.5252317e-05,7.503156e-05
903,wig,1.8175498e-06,0.0001864408
904,window screen,6.362527e-06,0.0003925528
905,window shade,3.698954e-06,0.0008866425
906,Windsor tie,9.469989e-08,1.7654247e-06
907,wine bottle,1.762454e-05,0.00024958982
908,wing,1.5369003e-06,3.7040709e-06
909,wok,3.5355263e-06,4.4734352e-05
910,wooden spoon,3.5635225e-07,6.391559e-06
911,"wool, woolen, woollen",1.1655293e-06,2.1879307e-05
912,"worm fence, snake fence, snake-rail fence, Virginia fence",3.7466666e-06,1.1211739e-05
913,wreck,5.7938905e-05,3.317467e-05
914,yawl,3.5544537e-05,8.964207e-06
915,yurt,8.5120007e-07,1.28684505e-05
916,"web site, website, internet site, site",2.7656622e-05,0.000619625
917,comic book,1.1867872e-05,0.0006132918
918,"crossword puzzle, crossword",2.5879901e-05,0.00057692477
919,street sign,1.3605817e-05,5.5748034e-05
920,"traffic light, traffic signal, stoplight",3.2999844e-05,0.00037995886
921,"book jacket, dust cover, dust jacket, dust wrapper",2.7679342e-05,7.0062604e-05
922,menu,8.758897e-07,3.1181666e-05
923,plate,5.663562e-07,2.2607246e-05
924,guacamole,9.52939e-07,6.4787027e-06
925,consomme,3.9545746e-08,7.7622445e-07
926,"hot pot, hotpot",3.68054e-08,2.7280375e-06
927,trifle,1.2664552e-07,2.504066e-06
928,"ice cream, icecream",3.606785e-08,1.08075e-06
929,"ice lolly, lolly, lollipop, popsicle",2.9289586e-06,5.214213e-05
930,French loaf,2.617486e-08,5.1559584e-07
931,"bagel, beigel",2.4807967e-08,6.8973554e-07
932,pretzel,2.0347207e-08,9.446745e-07
933,cheeseburger,6.028006e-08,6.028063e-07
934,"hotdog, hot dog, red hot",7.867192e-08,7.302992e-07
935,mashed potato,3.062779e-08,1.1906577e-06
